idx,class,conversation
10,일반 대화,"군대에서 제정신이 아니었어.
그래 제정신 아니네.
아버지가 대대장님 이셔?
선임 아버지가 국회의원 이더라고
너가 잘못 했네.
더 들을 것도 없다.
내가 혼자 다니다가 다치면 안된다고 같이 다니자고 했어
오 그래도 착하네 잘했어.
그러게 임기응변 좋다.
일과시간 이후에 사생활 간섭 하지 말래
요즘 군대 좋다.
아버지 믿고 그러나.
다행히 꿈이었어
꿈이라서 다행이다.
내가 다 긴장된다."
11,일반 대화,"예전에 카페 가면 보드게임 많이 했는데
어떤 보드게임을 좋아해?
친구들이랑 하면 다 재미있는데 특히 젠가가 제일 재미있어
나는 원게임이 재미있어
원게임이 머였지?
카드 뒤집어서 같은 숫자 나오면 종치는 게임
같은 그림 찾아서 많이 찾는 사람이 이기는 건가?
그건 아니고 상대보다 종을 빨리 치면 돼
나는 안해 본 것 같은데
다음에 가르쳐 줄게"
12,일반 대화,"요즘 경제가 힘들어.
다들 힘들어 하더라.
자영업자들은 진짜 힘들어.
나는 자영업자가 아니야.
자영업자들은 다 적자래.
코로나 영향이 크지?
코로나 영향이 엄청 나지.
진짜 상상도 못 했어.
이렇게 될줄은 진짜 몰랐지.
영화속 이야기가 현실이야."
13,일반 대화,"강아지한테 바나나 먹여도 되니?
응. 바나나엔 비타민 c도 많이 들어가 있고 피로회복이랑 무기력증 해소에 도움 준대
**한테 필요한 과일이네
그런 것 같아
하루 종일 집에서 누워만 있는데
응. 가끔 산책 나가도 지루하긴 하겠지
무기력증 회복에 도움된다니까 한번 줘볼까?
그래. 밑져야 본전이니까 한번 줘보자
근데 그냥 안 먹을 것 같지?
응. 으깨서 줘야할 것 같아"
14,일반 대화,"여자친구랑 1주년이야.
오! 1주년 축하해.
벌써 1주년이나 됐어? 축하해.
그래서 특별한 곳에서 데이트하고 싶은데 어디가 좋을까?
남산타워는 어때? 연인들도 많이 가던데.
서울숲이 괜찮을 것 같아.
남산타워보다 서울숲이 괜찮은 것 같아.
서울숲? 이건 생각 못 했네.
서울숲 가서 걸으면서 얘기하는 시간을 가지면 좋을 것 같아.
오! 여태까지 이런 데는 안 가본 것 같아. 고마워.
데이트 잘 해. 다시 한번 1주년 축하해.
싸우지 말고 오래 사귀어. 응원할게."
15,일반 대화,"**아 오늘까지 과제 제출이라며. 했어?
아니 아직 안했어ㅠㅠ
응? 어떡할려고 아직도 안해?
그러게 언제하게?
좀 있다가 제출만 하면돼
이제 곧 오늘 끝나가는데?
언능 제출하고 와!
알겠어 기다려봐 나 제출하고 올게
아니 왜 저렇게 촉박하게 제출할려고 해?
그러게 미리미리 좀 하지ㅠㅠ
그냥 하기만 하면 되는거지 뭐 키키
누나 좀 촉박하게 하지말고 미리미리 좀해"
16,일반 대화,"파이어족 아세요?
네네 알죠. 2030의 최종 목표잖아요.
해보고 싶으세요?
시켜주면 할껀데 그렇지 않으면 선호하지는 않아요.
왜요? 돈 많이 벌어서 일 그만두는 건데?
그렇긴 하죠 정말 돈이 많고 일을 하지 않으면 좋겠죠.
그런데요? 무슨 이유라도?
근데 일을 안하면 허전할 것 같아요.
맞아요. 그렇긴 할 것 같아요.
네네 목표가 없어졌다고 생각이 들 것 같아요."
17,일반 대화,"휴 너도 오늘 열일했지?
맞아 오늘 혼나기도 많이 혼났어
헐 무슨 일이야 말해줘!
오늘 회사 지각을 해버렸거든
헐 어쩌다가 지각을 했어!
아침에 너무 촉박하게 나가서 ㅠ 지각했어
오늘 늦잠을 잔 거야?
늦잠은 아니구 늦장을 부렸어 키키
그런데 윗 상사한테 걸린 거야?
아마 내 생각엔 다른 팀에서 이른 거 같아 키키
헐 어떤 사람인지 알아?
대충 심증은 있는데 물증이 없네
다음에 그 사람 지각하면 너도 똑같이 해!
다른 팀 부장님이라서 그렇게는 못할 거 같아 키키
아 쳐다도 볼 수 없는 사람이네 하하.
키키 그치 꿇으라면 꿇어야지"
18,일반 대화,"게임하면서 실제로 정모 해봤어요?
아니요. 전 한번도 안 해봤어요.
정말요? 한번 해보세요. 전 해봤어요.
어때요? 정모가면 재밌나요?
어릴 때 갔는데 정말 재밌었어요.
가서 만나면 어색하잖아요?
그런데 시간 지나면 다 친해져요. 게임 이야기 하면 특히요.
정말 그렇겠군요. 재밌다니 나중에 저도 놀러 가고 싶네요.
정말 시간이 되면 한번 가보는 것을 추천합니다.
네네! 기회가 되면 꼭 한번 가보고 싶어요."
19,일반 대화,"우리 다 같이 자전거 대장정을 따나 볼까?
우와! 정말 재밌을 것 같아.
어디서부터 어디까지 갈 생각이야?
내가 지금 생각한 건 서울에서 부산까지야.
엄청 힘들면서도 재밌는 추억이 될 것 같아.
좋은 경험이 될 것 같네.
다들 갈 거지? 다 같이 갔으면 정말 좋겠어.
나는 당연히 가지.
친구들이랑 함께하는 건 뭐든 줗아.
고민 할 필요도 없이 가야지.
그럼 날짜랑 요일은 다음에 시간 나면 정하자.
자전거 연습을 지금부터라도 해야겠어.
나도 오늘 밤 자전거 타야겠어."
20,일반 대화,"나 유튜브 편집 알바 시작했어
우와! 비전공자인데도 가능해?
비 전공자들 국비수업 이런거 들었어?
응 그 수업 듣고 알바시작했어
그런것도 나라에서 지원해주는구나
시간이 좀 여유있어지면 나도 배워볼까해
영상 편집 프로그램을?
와 대단한 도전이야. 응원할게
고마워. 우리 놀러가서 영상 많이 찍자
너네 근데 회사 사람들이랑 SNS 친구야?
아니 난 안해 절대
나는 친한 몇명만 했어
친구 딱히 맺고싶지 않아 나도
그나저나 그건 왜?
나도 회사사람은 회사에서만 보고싶다."
21,일반 대화,"나 오늘 학교 마치고 벌 청소해야 해.
나도 벌 청소해야 하는데.
왜 해야 하는 거야?
벌점 20점 이상인 사람은 해야 해.
난 벌점 27점이더라.
나는 18점이던데.
넌 아슬아슬하게 벌 청소 안 걸렸네.
안 해도 돼서 정말 부럽다.
와, 진짜 할 뻔했는데 다행이야.
근데 나 오늘 학교 마치고 가족 외식 있는데.
그럼 벌 청소 못하는 거 아니야?
나중에 선생님께 말씀드려봐."
22,일반 대화,"머리 했는데 10만원 넘었어 오늘
헉 그렇게 비싼지 몰랐어
파마나 염색에 비하면 싼거야
여자들은 머리가 길어서 더 비싼가?
숏컷한 여자도 가격은 똑같던데
맞아 숯이나 길이는 상관없는듯 해
왜 가격이 비쌀까?
비싸도 하니까 그러지 않을까?
비싸도 오니까 그러겠지.
비싸서 안오면 내려갈거야.
미용 값이 진짜 비싸.
돈 없으면 머리도 손질 못해.
한번 머리 하면 기본 30만원이야.
진짜 너무 비싸다.
나는 그래서 자주 안가."
23,일반 대화,"너네 혹시 세븐나이츠라는 게임 알아?
응, 알고 있어.
나도 알고 있어.
진짜 오랜만에 들어보네.
이번에 세븐나이츠 2가 나와서 깔아봤는데 너무 달라졌어.
진짜? 나 세븐나이츠 정말 좋아했었는데 궁금하네.
나도 세븐나이츠 2가 나온 거 봤어.
아직 2일차라 정확히는 모르겠는데 그래픽도 달라지고 완전히 다른 게임 같아.
한 번 깔아서 해볼까?
응, 나도 깔아서 해보려고.
그럼 다 같이 길드 만들자.
좋아, 내가 같이 할 친구 더 모아볼게.
오! 좋아. 나도 최대한 모아볼게."
24,일반 대화,"엄마는 스키 탈 줄 알아?
약간은 탈줄 알아. 너네 삼촌에게 배웠거든.
그랬구나. 난 아빠에게 조금 배워봤어!
그래? 어디까지 배워봤는대?
A자로 턴하는 것 까지 배워봤어.
그 뒤로는 스노보드로 갈아탔지만. 키키
난 그냥 A자로 가는 것만 배워봤어.
그래? 그럼 내가 가르쳐줄까? 키키
내가 나이가 몇인데, 배워봤자 쓸 곳도 없잖아. 키키
그렇긴 해도, 같이 초보자 코스에서 내려 오면 좋잖아!
난 그냥 너 타는 거 보는 걸로도 만족해. 키키"
25,일반 대화,"미국에서 일어난 흑인사망사건 알아?
잘몰라 왜 일어 난거야?
경찰이 흑인 과잉 진압 하다가 사망했데
일부러 그런건 아니지?
미국에는 인종차별이 있어서 고의라고 생각하는 사람들이 많더라고
나도 혹시나 했어 마음이 아프네
그래서 폭동일어 났었잖아
어떻게 일어났어?
흑인들이 인종차별이라면서 총쏘면서 시위 했다고 하더라고
세상에 너무 무섭다"
26,일반 대화,"오늘 진짜 머리 하러 가야겠다 산발이야
나도 지금 사자야.
영양관리받고 와야겠어.
머리를 주체 할수가 없어
그러게 말이야. 비오는 날이면 난리가 나.
매직도 해야하고 돈 쓸 일이 많네
진짜 아줌마 파마를 해볼까봐 잘 안풀리게
우리 아들 집에서 내가 직접 매직해줬다가 머리 다 상해 버렸어.
매직은 진짜 전문가에게 맡겨야 하는거같어
그래야 할 것 같아. 다시 그 전 머릿결로 돌아오려면 시간 꽤 나 걸리겠어.
시간 없어도 머리는 하지 안되겠다
그래야지. 시간을 내서라도 머리는 해야해.
사람인상이 달라보이게 만들잖아"
27,일반 대화,"나 집 인테리어 하고 싶어ㅠ
갑자기?ㅠㅠ
지금 살고 있는 집?!
아니ㅠㅠ 이사갈려고 하는 집 인테리어 하고 싶어...
지금 이사갈려고 하는 곳이 새곳인데 뭐하러 해...
맞아 굳이 새 집에 돈 쓸 이유 없지 않아?
그렇게 생각하면 그렇긴한데ㅠㅠ 요즘 인테리어 너무 이쁘잖아
근데 언니 이거 현실적으로 판단해야돼
맞아 누나 이쁘다고 새집에 투자는 아니야!
그래 알겠어 너네 말 들을게ㅠㅠ
응 그냥 지금 살다가 노후 되면 인테리어해!
맞아 그때 해도 안늦어ㅠ"
28,일반 대화,"눈에 구멍 있는 거 아세요?
눈이요? 내리는 눈 말씀하시는 걸까요?
어떤 구멍이요?
눈물구멍이라고 하는데 저희 엄마는 그게 항상 막혀서 고생하세요
아... 신체 눈을 말씀하신거군요.
어머님께서 고생 중이시군요.
어머님께서 힘드시겠어요
그래서 병원에 가서 뚫어도 집에 오면 막히셔서 힘들어하시네요
눈물구멍이 그렇게 빨리 막힐 수도 있군요. 답답하시겠습니다.
일시적으로만 치료가 되나보네요
이런 엄마에게 뭘 도와드릴까 고민이랍니다.
눈에 좋은 영양제도 소용 없을까요?
같이 있어만 드려도 큰 힘이 되실거에요"
29,일반 대화,"요즘 날씨 너무 좋더라.
맞아 시원하고 맑고.
이런 날 피크닉 가야 되는데.
그러게 피크닉 가기 딱 좋은 날씨더라.
근데 햇빛이 너무 강해서 햇빛에서는 더웠어.
응 그렇긴 해.
그래도 요즘 같은 날씨 너무 기분 좋지 않아?
응 기분 너무 좋아 화창하고 공기도 좋고.
날씨가 좋으면 기분도 너무 좋더라.
그러니깐 날씨가 기분을 좌지우지해.
나도 날씨 영향 많이 받는 것 같아.
대부분 그런 것 같아.
그치 비 온 날은 약간 센치해지고.
맑은 날은 괜히 활동적 이어지고.
맞아 그냥 뛰어 나가서 놀고 싶어."
30,일반 대화,"나 앵무새 분양받으러 가.
나 실제로 앵무새 본 적 없어.
나돈데. 엄청 신기할 거 같아.
맞지, 나 너무 기대돼.
앵무새 사람 말 따라 하잖아.
앵무새는 왜 키우는 거야?
어릴 때부터 너무 키우고 싶었어.
훈련 잘 시켜서 사람 말 따라 하게 해봐.
우와, 그럼 진짜 신기하겠다.
앵무새가 말 잘 따라 했으면 좋겠어.
훈련 시키면 어느 정도 할 수 있을 거야.
다음에 앵무새 보러 갈게."
31,일반 대화,"내 친구 이번에 물고기 분양하려 하는데 쉽지 않은가봐
물고기는 요즘 키우는 사람이 많이 없어서 그런가?
그런 것 같아. 게다가 키우기에 까다로운 종이어서 더 그런 것 같아
무슨 종인데 그래?
민물 새우를 키우고 있대
민물 새우도 키우기가 까다롭구나.
응 물도 자주 갈아줘야 하고 많은 조건을 충족시켜줘야 하나 봐
키우기가 까다로워서 분양을 하는거래?
아니 그건 아니고 이사를 하려고 해서 분양을 하려고 한대
아 그렇구나! 얼른 분양 되었으면 좋겠다."
32,일반 대화,"엄마, 아빠는 어떻게 연애 시작 했어?
고등학교때 안면이 있었고 재수하면서 사귀기 시작했지.
재수할 때는 공부만 해야지 연애를 했다고?
공부하기 싫고 딴짓 하고 싶은 나이 잖아, 키키
나한테는 공부하라고 맨날 잔소리 하면서.
그럼 너도 연애하지 그랬냐?
그 얘기가 아니잖아~!
오다 가다 얼굴 자주 보고, 서로 재수하니까 동변상련이고, 연애가 뭐 그렇게 시작되는거지, ^^;
좀 더 낭만적인 얘기가 나올줄 알았는데...
실망했냐? 현실은 그렇게 정들어서 사귀는 거지 뭐, 키키"
33,일반 대화,"나는 줌바 댄스를 배워보려 해
줌바 댄스 좋다.
줌바댄스는 아줌마들만 배우는 건가?
나름 과격한 운동인 것 같아 아줌마 들만 하는 건 아니고
그렇구나. 그럼 다행이네.
남동생이 배워보고 싶어 하더라고.
다이어트에도 아주 효과적이래 너도 같이 해
나도 같이 해야되겠다. 재밌겠지?
그럼 그거 하면 서로 말 할 시간도 없이 움직여야 해
그래? 그거 좋네. 말이 많은 아이라서 댄스만 추고 싶어.
그렇게 생각한다면 이 운동은 정말 딱 일 거야
다이어트도 제대로 되겠다."
34,일반 대화,"너 투니버스 세대 맞지?
응 나 투니버스 황금기 세대야.
너는 어떤 만화 제일 좋아했어?
나는 미소의 세상이랑, 행복한 세상의 족제비.
나는 짱구 좋아했어.
나는 명탐정 코난도 좋아했어.
명탐정 코난 아직도 결말 안 나온 거 알아?
정말? 너무 질질 끈다.
소재가 고갈이 안 되는 게 신기해.
그러니까, 소재가 어디서 계속 나오지?"
35,일반 대화,"회사 일 요즘 어때요?
그냥 요즘은 열정이 없어졌어요.
왜요? 무슨 일 있으신가요?
아니요. 그냥 요즘 아르바이트 하고 있어서 그런가봐요.
그렇군요. 저도 그래요. 요즘 많이 힘드네요.
조금만 힘내시죠~ 진짜 얼마 안남았어요.
맞아요. 우리 조금만 힘내봐요. 정말로.
나중에 정말 다 마무리하고 좀만 쉬어요.
그럴까요? 근데 전 처럼 후유증 남으면 어떡하죠?
그러면 언제든지 연락주시면 되죠~^^"
36,일반 대화,"다음주 목요일 서울 출장이네
그 회사 서울 자주보내노 좋겠다
하… 회사생활이 너무 각박하네
왜 서울 가기싫나 대신가주까
가서 일만하고 오는데 뭐가 좋겠노
그냥 회사에 안나가고 다른데 간다는거 자체가 좋지않나
흰머리 영감탱이랑 같이 출장간다
그러면 즐거운 출장되렴
그래 회사생활 열심히해야지"
37,일반 대화,"강아지 애기 낳은적 없제?
없지 맨날 상상임신한다
8살에도 상상임신하나 왜 애기 안낳게 해줬어?
성욕이 많대 우리 **이가
안타깝다 한번 사는인생 남들하는건 다 해봐야지
아 낳으면 늙는다 몸도 상하고
아 사람도 그렇지 그래도 그 개의 애기가 있으면 좋지않나
그래도 어차피 떠나보낼 자식
한마리는 키울수도 있잖아
반려동물도 자식을 떠나보내면 슬픈 것이니
씨를 뿌리면 좋을것 같은데"
38,일반 대화,"너는 화장하는 남자 어때?
비비정도 바르는 건 괜찮아.
눈썹 그리고 아이라인 그리는 건 어때?
음 과하지만 않으면 그것도 괜찮아.
립스틱 바르는 건 어떨 거 같아?
틴트는 괜찮은데, 립스틱은 좀 그럴 거 같아.
요새는 워낙 남자들도 화장을 많이 하는 거 같아.
응 그렇지 예쁜 남자가 유행이기도 하고.
그래서 남자 화장에 많이 관대해진 느낌이야.
맞아 화장은 개인의 자유니까."
39,일반 대화,"요즘은 투잡하시는분도 많네요
네 생각보다 많더더라구요
제 주변에도 있어요
저희 엄마도요
어머님도 투잡하셔요?
요양관리사& 농업이요
와 힘드시겠어요
힘 드셔서 안하셨음 좋겠는데 일을 안놓으세요
부모님들은 일을 못 놓으시더라구요
저도 엄마가 일 그만 하셨음 좋겠어요"
40,일반 대화,"요새 춤 잘 추는 게 매력이잖아.
나도 춤 잘 추고 싶어!
티비에 나오는 댄서들 멋있지?
정말 잘 추고 멋있더라.
나도 댄스 스포츠 배우고 싶더라고.
그거는 차차차 이런 거 배우는 거지?
응 짝 지어서 화려하게 추는 거.
너는 그런 댄스 스타일을 좋아하는 구나.
너는 어떤 스타일의 춤이 좋아?
나는 힙합 스타일 춤이 좋아."
41,일반 대화,"얘들아 너희 요즘 뭐해?
나는 집 가면 게임 해.
나도 게임한다고 바빠.
무슨 게임해? 나도 같이하자.
나는 컴퓨터 게임은 못 하고 모바일 게임해.
나도 집에 컴퓨터가 없어서 모바일 게임해.
모바일 게임 어떤 거 해?
나는 모바일 배틀그라운드해.
난 주로 rpg게임 해.
나 집에 가서 배틀그라운드 깔게 같이 하자.
응, 그럼 설치 다 하고 연락 줘.
알겠어, 깔고 연락할게."
42,일반 대화,"군대도 휴대폰 되니까 게임들 많이 하겠네
**이 게임 한다더나
군인들이 스마트폰을 쓸수있다니 참 좋은 세상이네
그러게 요즘은 군대도 많이 널널해졌어
**이는 폴더폰 쓴다 군에서 심심하긋네
귀엽네 폴더폰 요즘에 군대 스마트폰 다 쓰던데 카메라만 가려서
군인들이 나라를 지켜줘서 오늘도 편안하네
그런거를 느끼는구나 훌륭하네
나라를 지키느라 애쓰는 국군장병들에게 위문편지 써야지
응 나도 **이한테 편지한통 쓸게"
43,일반 대화,"제 며느리는 자신에게 돈을 쓰는 것을 꺼립니다.
대단한 분이시네요
왜 그러실까요?
아들 녀석이 비싼 물건을 살 때 결제하는 것은 쉽게 진행하는데 며느리 본인의 물건을 살 때는 선뜻 진행하지 못합니다.
아버님께서 사주시면 좋아할 것 같아요
저희 엄마 생각이 나네요
그런 며느리가 제 눈에는 참 안타깝네요.
그러네요 몰래 용돈이라도 주세요
마음이 쓰이시겠어요
여러분도 자신에게 쓰는 돈은 결제하는 것이 어렵나요?
저도 그럴때가 있어요 부모님께 사드리는 건 아깝지 않아요
저는 저한텐 잘 쓰는 것 같아요"
44,일반 대화,"영국은 EPL이 난리야.
EPL은 진짜 보고 싶어.
직접 보면 느낌이 달라.
얼마나 재밌을까?
손흥민이 요즘 잘나가잖아.
황희찬도 엄청 잘해.
우리나라 선수들이 타국가에서 이슈야.
진짜 대단한 선수들이야.
오늘 밤에도 경기 있어.
라이브로 챙겨보자."
45,일반 대화,"애니메이션 또 어떤거 좋아하세요?
너의 이름을 도 재미있게 봤어요
일본 애니메이션이 재미있긴해요
몇 번을 본지 모르겠어요 하하
영화관가서 봤어요?
아뇨 아쉽게 영화관에서 못봤어요
영화관에서 보는게 좋긴 하죠
**님은 좋아하는 애니메이션 있어요?
전 다 좋아해요.
나중에 재미있었던거 추천 좀 해주세요
네네 그렇게 할께요. **님도 추천 해주실꺼죠?
네 저도 추천해 드릴게요"
46,일반 대화,"요즘 다크써클이 너무 심해
다크써클에 연어나 브로콜리가 좋대
소용이 없었나보다.
응 그런 것 같아.
괜찮아 매력이라고 생각할래
퀭한 모습이 가끔 아티스트 같아 보이긴 하지
아티스트? 잘 모르겠다 그건
고마워 그렇게 봐줘서
팬더같이 귀여워 보이기도 해
요즘 채식문화도 엄청 유행이던데
와 너 채식 해봤어?
나 채식 한번 해봤어!
오? 채식도 종류가 여러개지않아?
진짜 풀만 먹었어?
아니 나는 풀만 먹진 않았어~"
47,일반 대화,"주말에 서울가셔요?
아직은 예정이에요
주말에 서울이면 말만 들어도 답답
저도 차많은 곳은 싫어서 안가고 싶어요
확실히 차도 사람도 없는 여유로운곳이 좋네요
그래야 드라이브 하는 맛이 나죠
단풍길 드라이브 하고 싶네요
단풍길 드라이브라 생각만 해도 기분 좋네요
주말에 드라이브 계획 세워 봐야겠네요.
저는 주말에 취소 되길 바라고있어요"
48,일반 대화,"**아 왜 휴가 나왔을 때 px에서 화장품 안사왔어
그러게 누나들꺼도 사오지
아니 나 사왔는데?
응? 처음 듣는 얘기인데?
그러게 뭐 사왔는데?
그 달팽이크림이랑 닥터지 제품 사왔어
왜 나는 못봤지? 어디 뒀어?
그러게 px는 가격 많이싸?
응 시중보다 제품마다 다른데 큰거는 80프로 정도 싸
그러면 다음에 나올때 더  많이 사와
맞아 내가 인터넷 검색해 보고 갖고 싶은거 말할게
그래 알겠어 사다줄게 키키"
49,일반 대화,"셀프 미용 해본사람?
한번 해봐야 겠다.
좋은 영상 뜨면 알려줄게
오 나도 뜨면 알려줘
셀프로 찾아서 해봐야지.
셀프로 해서 성공하면 나도 영상 찍어야지
성공해서 나도 좀 해줘봐봐
내가 받아보고 후기 알려줄게
오 너만 믿는다!
관리는 정말 귀찮아
연예인들은 참 좋겠다
맞아 편하게 누워서 관리받고
돈 많으면 나도 전용 미용사 고용할래
월급 얼마 줄거야?
돈 많이주면 나 지원 할게!"
50,일반 대화,"기억에 남는 선생님 있어?
기억에 남는 선생님 있지.
어떤 선생님이 남아?
나를 잘 챙겨준 선생님.
나도 기억에 남는 선생님 있어.
어떤 선생님이었어?
학생들 데리고 놀러 다니셨어.
어디 놀러 갔었어?
야구장, 낚시 등 많았어.
진짜 대단하다."
51,일반 대화,"상담실에 새가 얼마전에 죽었어, ㅜㅜ
진짜? 어쩌다가?
주말에 상담실 비었을 때 새장이 열려 있었나봐.
탈출한거야? 새장 밖으로?
응, 탈출은 했는데 새장에 못들어갔다고 하더라고.
자기 스스로 들어가진 않겠지, 다른 곳으로 날아가지는 않았고?
상담실 안에 있긴 있었나봐.
근데 왜 죽었어? 다쳤나?
새장에 못들어가서 물이랑 모이를 못먹었다고 하더라구.
아이고... 탈진 했구나..."
52,일반 대화,"헌혈 해 보셨나요?
헌현은 딱 한번 해보았어요
저는 아직 안 해봤어요
저는 헌혈을 좋아해서 시간이 되면 헌혈의 집에 갑니다.
주변에 없어서 잘 안 가게 되는 것 같아요
정말 멋지세요
코로나로 인해 헌혈하는 사람이 많이 줄었다는데 걱정이 됩니다.
저도 그 이야기는 들었는데 저도 꺼려지더라고요
그래서 저도 이제 해 볼 생각이에요
저와 같이 헌혈 봉사하러 가시는 거 어떠세요?
네 용기내서 한번 같이 가요
좋아요 데려가 주세요"
53,일반 대화,"겨울이라 1일 1팩 해야겠어요
1일 1팩이 부지런해야하더라고요
저도 해야하는데 잘 안돼요
그래요? 전 도전 안 해봐서…귀찮으려나요?
해보세요. 잘하는 사람 많던데요
에. 전 게을러서 못하겠더라고요
저는 가끔 신랑 팩 챙겨주는데 그렇게 좋아하더라구요
저도 하라고 하는데 있어도 안 해요
좋아하세요? 우린 사줘도 안 해요
어렵진 않은데 신기하게 손이 잘 안 가는거 같아요
네네 신랑은 혼자는 안 하는데 제가 해주면 잘 하더라구요
맞아요. 좋은건 알면서도요
저도 강제로 눕혀야겠네요"
54,일반 대화,"좋은 학생은 뭘까?
말 잘듣는 학생?
말도 잘 듣고 공부도 잘하는 거야.
선생님은 좋아 하겠다.
부모님도 좋아하시겠지.
부모님도 당연하지.
나는 좋은 학생이었어.
과연 그럴까?
내 생각은 그래.
혼자만의 착각일수도 있어."
